First_Day,First_Day_Date,New York_Optimal_Second_Day,New York_Optimal_Second_Date,New York_Optimal_Value,New York_Day183_Second_Day,New York_Day183_Second_Date,New York_Day183_Value,New York 2024_Optimal_Second_Day,New York 2024_Optimal_Second_Date,New York 2024_Optimal_Value,New York 2024_Day183_Second_Day,New York 2024_Day183_Second_Date,New York 2024_Day183_Value,"Stockholm, Sweden_Optimal_Second_Day","Stockholm, Sweden_Optimal_Second_Date","Stockholm, Sweden_Optimal_Value","Stockholm, Sweden_Day183_Second_Day","Stockholm, Sweden_Day183_Second_Date","Stockholm, Sweden_Day183_Value","Guangzhou, China_Optimal_Second_Day","Guangzhou, China_Optimal_Second_Date","Guangzhou, China_Optimal_Value","Guangzhou, China_Day183_Second_Day","Guangzhou, China_Day183_Second_Date","Guangzhou, China_Day183_Value","Edinburgh, UK_Optimal_Second_Day","Edinburgh, UK_Optimal_Second_Date","Edinburgh, UK_Optimal_Value","Edinburgh, UK_Day183_Second_Day","Edinburgh, UK_Day183_Second_Date","Edinburgh, UK_Day183_Value","Beersheba, Israel_Optimal_Second_Day","Beersheba, Israel_Optimal_Second_Date","Beersheba, Israel_Optimal_Value","Beersheba, Israel_Day183_Second_Day","Beersheba, Israel_Day183_Second_Date","Beersheba, Israel_Day183_Value",Nepal_Optimal_Second_Day,Nepal_Optimal_Second_Date,Nepal_Optimal_Value,Nepal_Day183_Second_Day,Nepal_Day183_Second_Date,Nepal_Day183_Value,"Amsterdam, Netherlands_Optimal_Second_Day","Amsterdam, Netherlands_Optimal_Second_Date","Amsterdam, Netherlands_Optimal_Value","Amsterdam, Netherlands_Day183_Second_Day","Amsterdam, Netherlands_Day183_Second_Date","Amsterdam, Netherlands_Day183_Value","Trondelag, Norway_Optimal_Second_Day","Trondelag, Norway_Optimal_Second_Date","Trondelag, Norway_Optimal_Value","Trondelag, Norway_Day183_Second_Day","Trondelag, Norway_Day183_Second_Date","Trondelag, Norway_Day183_Value",South Korea_Optimal_Second_Day,South Korea_Optimal_Second_Date,South Korea_Optimal_Value,South Korea_Day183_Second_Day,South Korea_Day183_Second_Date,South Korea_Day183_Value,"Gothenburg, Sweden_Optimal_Second_Day","Gothenburg, Sweden_Optimal_Second_Date","Gothenburg, Sweden_Optimal_Value","Gothenburg, Sweden_Day183_Second_Day","Gothenburg, Sweden_Day183_Second_Date","Gothenburg, Sweden_Day183_Value","Yamagata, Japan_Optimal_Second_Day","Yamagata, Japan_Optimal_Second_Date","Yamagata, Japan_Optimal_Value","Yamagata, Japan_Day183_Second_Day","Yamagata, Japan_Day183_Second_Date","Yamagata, Japan_Day183_Value"
267,09/23,45.0,02/14,0.9981541084418837,85,03/25,0.9979384999521773,99.0,04/08,0.9982766473283634,85,03/25,0.9982107337219491,23.0,01/23,0.9984887120179072,85,03/25,0.9970737850133818,28.0,01/28,0.9982844456779149,85,03/25,0.9974140318010548,26.0,01/26,0.9987926703267361,85,03/25,0.9970512153757769,70.0,03/10,0.9979457109962827,85,03/25,0.99785670564973,37.0,02/06,0.9974870755288269,85,03/25,0.9971989858612104,58.0,02/27,0.9977329746409782,85,03/25,0.9974652709313829,28.0,01/28,0.9982844456779149,85,03/25,0.9974140318010548,36.0,02/05,0.9983453591057355,85,03/25,0.9980687094362964,28.0,01/28,0.9980130166158288,85,03/25,0.9971456714404858,27.0,01/27,0.9982355396998087,85,03/25,0.9966572155331203
268,09/24,46.0,02/15,0.9981647082557346,86,03/26,0.9979557841882076,99.0,04/08,0.9982838640467533,86,03/26,0.9982219335954484,24.0,01/24,0.9984972595104654,86,03/26,0.9970837126524176,28.0,01/28,0.998287681029547,86,03/26,0.9974272922950836,26.0,01/26,0.9987938304964461,86,03/26,0.997061574472363,71.0,03/11,0.9979437981898707,86,03/26,0.997853568676186,38.0,02/07,0.9974706315510811,86,03/26,0.997211059974164,59.0,02/28,0.9977359551706938,86,03/26,0.9974669505230318,28.0,01/28,0.998287681029547,86,03/26,0.9974272922950836,37.0,02/06,0.9983593686608894,86,03/26,0.9980888467708791,28.0,01/28,0.9980176860358136,86,03/26,0.9971666122363743,28.0,01/28,0.9982367998036251,86,03/26,0.9966678625075706
269,09/25,47.0,02/16,0.9981750931706828,87,03/27,0.9979732523603076,100.0,04/09,0.998290954062613,87,03/27,0.9982326015361532,24.0,01/24,0.9985058647545214,87,03/27,0.9970948454801115,29.0,01/29,0.9982908469932209,87,03/27,0.9974408032680426,26.0,01/26,0.9987945813290959,87,03/27,0.9970731306913522,71.0,03/11,0.9979418711076452,87,03/27,0.9978506452521594,40.0,02/09,0.9974544762087453,87,03/27,0.9972237076698538,60.0,02/29,0.9977389429778261,87,03/27,0.9974687974824018,29.0,01/29,0.9982908469932209,87,03/27,0.9974408032680426,38.0,02/07,0.9983731116824692,87,03/27,0.9981085867706553,29.0,01/29,0.9980225037068793,87,03/27,0.9971886148244725,28.0,01/28,0.9982378976707401,87,03/27,0.9966805592361322
270,09/26,48.0,02/17,0.99818526553496,88,03/28,0.9979909061711105,101.0,04/10,0.9982978401803085,88,03/28,0.9982427397303948,25.0,01/25,0.998514399196744,88,03/28,0.9971071787770809,29.0,01/29,0.9982936102466659,88,03/28,0.9974545646035506,27.0,01/27,0.9987951813643386,88,03/28,0.9970858792762671,72.0,03/12,0.99794004342799,88,03/28,0.997847938143598,41.0,02/10,0.99743862806066,88,03/28,0.9972369283663227,61.0,03/01,0.9977418828350306,88,03/28,0.9974708120271609,29.0,01/29,0.9982936102466659,88,03/28,0.9974545646035506,39.0,02/08,0.9983865903847993,88,03/28,0.9981279327784298,30.0,01/30,0.9980271329072348,88,03/28,0.99721167682138,28.0,01/28,0.9982386402419803,88,03/28,0.9966952970813953
271,09/27,49.0,02/18,0.9981952276148895,89,03/29,0.9980087473106529,102.0,04/11,0.998304524554245,89,03/29,0.9982523504451463,26.0,01/26,0.9985227999528461,89,03/29,0.9971207084673882,30.0,01/30,0.9982963239018383,89,03/29,0.9974685763586039,27.0,01/27,0.9987955127661154,89,03/29,0.9970998162392182,73.0,03/13,0.997938165424128,89,03/29,0.9978454498575308,42.0,02/11,0.9974230511318687,89,03/29,0.9972507216368676,62.0,03/02,0.9977447758180111,89,03/29,0.997472994397154,30.0,01/30,0.9982963239018383,89,03/29,0.9974685763586039,39.0,02/08,0.9983998475556561,89,03/29,0.9981468881386147,30.0,01/30,0.9980317232615261,89,03/29,0.9972357962268329,28.0,01/28,0.9982390286464554,89,03/29,0.9967120688456893
272,09/28,50.0,02/19,0.9982049817634704,90,03/30,0.9980267687842018,103.0,04/12,0.9983110093809371,90,03/30,0.9982614386536393,26.0,01/26,0.9985310353562065,90,03/30,0.9971353736788577,30.0,01/30,0.9982986132363199,90,03/30,0.9974828258025715,27.0,01/27,0.9987954370917126,90,03/30,0.9971148838489128,74.0,03/14,0.9979362371646917,90,03/30,0.9978431757136094,43.0,02/12,0.9974077431025636,90,03/30,0.9972650695241084,62.0,03/02,0.9977476235125857,90,03/30,0.9974753387884508,30.0,01/30,0.9982986132363199,90,03/30,0.9974828258025715,40.0,02/09,0.9984128655120966,90,03/30,0.9981654568775935,31.0,01/31,0.9980363277791549,90,03/30,0.9972609300438715,29.0,01/29,0.9982393374090147,90,03/30,0.9967307612646397
273,09/29,59.0,02/28,0.9982149218754139,91,03/31,0.9980467297992462,104.0,04/13,0.9983172968964418,91,03/31,0.9982689714555294,27.0,01/27,0.9985396640045477,91,03/31,0.9971559089428155,31.0,01/31,0.9983008731910524,91,03/31,0.9974989007669129,27.0,01/27,0.9987936620409434,91,03/31,0.997135862117787,75.0,03/15,0.997934258839591,91,03/31,0.9978419996578509,44.0,02/13,0.9973927016135863,91,03/31,0.9972825628691008,63.0,03/03,0.9977505236310696,91,03/31,0.9974785401191937,31.0,01/31,0.9983008731910524,91,03/31,0.9974989007669129,41.0,02/10,0.9984256251423633,91,03/31,0.9981834918223828,32.0,02/01,0.9980408325452998,91,03/31,0.9972918160437162,29.0,01/29,0.9982395284324592,91,03/31,0.9967591145967446
274,09/30,62.0,03/02,0.9981811521983106,92,04/01,0.9980363822325727,105.0,04/14,0.9983086964352137,92,04/01,0.998258018134854,28.0,01/28,0.9985415637081684,92,04/01,0.9971734943304315,32.0,02/01,0.9982931990950475,92,04/01,0.9975105765616057,28.0,01/28,0.9987822495447853,92,04/01,0.9971516789395882,76.0,03/16,0.9979224254767122,92,04/01,0.9978329961813901,69.0,03/09,0.9973932094877532,92,04/01,0.9972974364309617,64.0,03/04,0.9977466814744161,92,04/01,0.9974772379500831,32.0,02/01,0.9982931990950475,92,04/01,0.9975105765616057,43.0,02/12,0.9984125501171717,92,04/01,0.9981887349003634,33.0,02/02,0.9980206445513151,92,04/01,0.9973115990245011,29.0,01/29,0.9982239674838749,92,04/01,0.9967806986992047
275,10/01,64.0,03/04,0.9981495845979467,93,04/02,0.9980265446516172,106.0,04/15,0.9983002841899602,93,04/02,0.9982473639910006,29.0,01/29,0.9985433871162205,93,04/02,0.9971908851378682,33.0,02/02,0.9982856669776046,93,04/02,0.9975221007994473,28.0,01/28,0.9987692171078476,93,04/02,0.997167320957255,76.0,03/16,0.9979108118193659,93,04/02,0.9978241272668958,71.0,03/11,0.9973966000043917,93,04/02,0.9973121438019935,65.0,03/05,0.9977429414130752,93,04/02,0.9974759878965515,33.0,02/02,0.9982856669776046,93,04/02,0.9975221007994473,44.0,02/13,0.9984000134328089,93,04/02,0.9981939125931194,34.0,02/03,0.998001071204783,93,04/02,0.997331216052721,30.0,01/30,0.9982080801313464,93,04/02,0.9968020912406308
276,10/02,67.0,03/07,0.9981191182426356,94,04/03,0.9980167924563602,108.0,04/17,0.9982919084439226,94,04/03,0.9982367724698998,29.0,01/29,0.9985451964925461,94,04/03,0.9972080766710053,34.0,02/03,0.998278185898566,94,04/03,0.9975334582506918,28.0,01/28,0.9987556473234694,94,04/03,0.9971827704042331,77.0,03/17,0.9978992802558317,94,04/03,0.9978153351293527,72.0,03/12,0.9974000185988816,94,04/03,0.9973266692558189,66.0,03/06,0.9977392401842499,94,04/03,0.997474762320037,34.0,02/03,0.998278185898566,94,04/03,0.9975334582506918,46.0,02/15,0.998387625000704,94,04/03,0.9981989444402481,35.0,02/04,0.9979817643956991,94,04/03,0.9973506038919443,30.0,01/30,0.9981917933642896,94,04/03,0.9968232658407806
277,10/03,69.0,03/09,0.9980897507834222,95,04/04,0.9980071323751137,109.0,04/18,0.9982837163059436,95,04/04,0.9982262483747588,30.0,01/30,0.9985470125929109,95,04/04,0.9972250665790497,35.0,02/04,0.9982707552821083,95,04/04,0.9975446487264724,28.0,01/28,0.9987415413983971,95,04/04,0.9971980281621424,78.0,03/18,0.9978878313495972,95,04/04,0.9978066232815345,73.0,03/13,0.9974033988892025,95,04/04,0.997341014853779,67.0,03/07,0.9977355772418832,95,04/04,0.99747356059785,35.0,02/04,0.9982707552821083,95,04/04,0.9975446487264724,47.0,02/16,0.9983753911850708,95,04/04,0.9982038294245286,36.0,02/05,0.997962724169201,95,04/04,0.9973697603924712,31.0,01/31,0.9981761977096841,95,04/04,0.9968442248528082
278,10/04,71.0,03/11,0.9980617691799268,96,04/05,0.9979975652567606,109.0,04/18,0.9982752808384827,96,04/05,0.9982157934416793,31.0,01/31,0.9985487143807918,96,04/05,0.997241852762387,36.0,02/05,0.9982633739018588,96,04/05,0.9975556721492904,29.0,01/29,0.9987274036141461,96,04/05,0.997213095187444,79.0,03/19,0.9978764655875338,96,04/05,0.997797994539295,74.0,03/14,0.9974067410690414,96,04/05,0.9973551825582889,68.0,03/08,0.9977319514378348,96,04/05,0.997472381982559,36.0,02/05,0.9982633739018588,96,04/05,0.9975556721492904,65.0,03/05,0.9983725585599424,96,04/05,0.9982085663181572,37.0,02/06,0.9979439457723096,96,04/05,0.9973886833685511,31.0,01/31,0.9981597200252583,96,04/05,0.9968649704738031
279,10/05,73.0,03/13,0.9980346916281829,97,04/06,0.9979880918896616,110.0,04/19,0.9982665416015727,97,04/06,0.9982054092979867,32.0,02/01,0.9985503087990528,97,04/06,0.9972584333574964,37.0,02/06,0.9982560405832277,97,04/06,0.9975665284878148,29.0,01/29,0.9987127450965233,97,04/06,0.9972279723560548,81.0,03/21,0.9978651987896334,97,04/06,0.9977894514662027,75.0,03/15,0.9974100453252012,97,04/06,0.9973691742301013,69.0,03/09,0.9977283617854427,97,04/06,0.9974712257535444,37.0,02/06,0.9982560405832277,97,04/06,0.9975665284878148,67.0,03/07,0.9983719133729962,97,04/06,0.9982131540094847,39.0,02/08,0.997925461662751,97,04/06,0.9974073708566555,32.0,02/01,0.9981432236978139,97,04/06,0.9968855047935433
280,10/06,76.0,03/16,0.9980085475241712,98,04/07,0.9979787129821663,111.0,04/20,0.998257358466059,98,04/07,0.9981950974781418,32.0,02/01,0.9985519644883842,98,04/07,0.9972748067358019,38.0,02/07,0.9982487541953196,98,04/07,0.9975772178325174,29.0,01/29,0.9986975505389325,98,04/07,0.9972426606143526,82.0,03/22,0.9978544157364717,98,04/07,0.9977809964590828,76.0,03/16,0.9974133118157161,98,04/07,0.997382991698393,70.0,03/10,0.9977248072927536,98,04/07,0.9974700912248247,38.0,02/07,0.9982487541953196,98,04/07,0.9975772178325174,69.0,03/09,0.998371237183299,98,04/07,0.9982175916219721,40.0,02/09,0.9979073036934819,98,04/07,0.9974258211701484,33.0,02/02,0.9981269605313304,98,04/07,0.9969058298577609
281,10/07,78.0,03/18,0.9979833732856035,99,04/08,0.9979694291681371,111.0,04/20,0.9982479697874247,99,04/08,0.998184859402065,33.0,02/02,0.9985535802714607,99,04/08,0.997290971461862,39.0,02/08,0.9982415137299702,99,04/08,0.9975877403681037,29.0,01/29,0.9986818204322228,99,04/08,0.9972571609259139,83.0,03/23,0.9978439447920431,99,04/08,0.9977726316077837,77.0,03/17,0.9974165407953215,99,04/08,0.9973966367858027,71.0,03/11,0.9977212870105052,99,04/08,0.9974689777194843,39.0,02/08,0.9982415137299702,99,04/08,0.9975877403681037,70.0,03/10,0.9983706188743435,99,04/08,0.998221878446796,41.0,02/10,0.9978893959150171,99,04/08,0.9974440328489337,34.0,02/03,0.9981109207911574,99,04/08,0.9969259476352395
282,10/08,94.0,04/03,0.9979656888332489,100,04/09,0.9979602410028865,112.0,04/21,0.9982382600365816,100,04/09,0.9981746964281204,34.0,02/03,0.9985551274946047,100,04/09,0.9973069262889303,40.0,02/09,0.9982343182134319,100,04/09,0.9975980963745685,29.0,01/29,0.9986655551252516,100,04/09,0.9972714743268982,85.0,03/25,0.9978338042612901,100,04/09,0.9977643588225905,94.0,04/03,0.9974197679185918,100,04/09,0.9974101112659564,72.0,03/12,0.9977178000897629,100,04/09,0.9974678845912559,40.0,02/09,0.9982343182134319,100,04/09,0.9975980963745685,72.0,03/12,0.9983699847337453,100,04/09,0.9982260139754636,42.0,02/11,0.9978717341248948,100,04/09,0.9974620046584234,35.0,02/04,0.9980951054904309,100,04/09,0.9969458600255556
283,10/09,97.0,04/06,0.9979545353832959,101,04/10,0.9979511490341174,113.0,04/22,0.99822811463979,101,04/10,0.9981646098791647,35.0,02/04,0.9985566057099532,101,04/10,0.9973226701231732,41.0,02/10,0.99822716679663,101,04/10,0.997608286164059,29.0,01/29,0.9986487549762172,101,04/10,0.9972856017363614,86.0,03/26,0.997824165904323,101,04/10,0.9977561798884306,95.0,04/04,0.9974326299099421,101,04/10,0.9974234167891233,73.0,03/13,0.9977143456621808,101,04/10,0.9974668112021183,41.0,02/10,0.99822716679663,101,04/10,0.997608286164059,73.0,03/13,0.9983693288212532,101,04/10,0.9982299978446396,43.0,02/12,0.997854314200551,101,04/10,0.9974797355307484,36.0,02/05,0.9980795153952865,101,04/10,0.99696556881454
284,10/10,99.0,04/08,0.9979440118608618,102,04/11,0.9979421536755927,113.0,04/22,0.9982178008010172,102,04/11,0.9981546009385539,35.0,02/04,0.9985580425142886,102,04/11,0.9973382020795336,42.0,02/11,0.9982200585693761,102,04/11,0.9976183101871031,30.0,01/30,0.99863175141245,102,04/11,0.997299544271316,87.0,03/27,0.9978148534905965,102,04/11,0.9977480961906344,96.0,04/05,0.9974453269869187,102,04/11,0.9974365551237918,74.0,03/14,0.9977109229531061,102,04/11,0.9974657569262658,42.0,02/11,0.9982200585693761,102,04/11,0.9976183101871031,75.0,03/15,0.9983687183864284,102,04/11,0.9982338298108582,44.0,02/13,0.9978371322879419,102,04/11,0.9974972246767622,37.0,02/06,0.9980641512193356,102,04/11,0.996985075850496
285,10/11,101.0,04/10,0.9979340563408624,103,04/12,0.9979332552785591,114.0,04/23,0.998207145427162,103,04/12,0.9981446707692394,36.0,02/05,0.9985595181632979,103,04/12,0.9973535213903685,43.0,02/12,0.9982129927278001,103,04/12,0.997628168902885,30.0,01/30,0.9986143975109144,103,04/12,0.9973133029581718,89.0,03/29,0.9978059326206616,103,04/12,0.9977401090410137,97.0,04/06,0.9974578608958666,103,04/12,0.9974495278541253,75.0,03/15,0.9977075311680017,103,04/12,0.9974647211554909,43.0,02/12,0.9982129927278001,103,04/12,0.997628168902885,77.0,03/17,0.9983680425261157,103,04/12,0.9982375097723836,45.0,02/14,0.9978201845757818,103,04/12,0.9975144713925546,38.0,02/07,0.9980490133673845,103,04/12,0.9970043828229996
286,10/12,103.0,04/12,0.9979246441257933,104,04/13,0.9979244541834373,115.0,04/24,0.9981960610309636,104,04/13,0.998134820440242,37.0,02/06,0.9985609203595199,104,04/13,0.9973686274431776,44.0,02/13,0.9982059685195926,104,04/13,0.9976378628671458,30.0,01/30,0.998595247335935,104,04/13,0.9973268788324091,91.0,03/31,0.9977974970632293,104,04/13,0.9977322195841353,98.0,04/07,0.9974702334111931,104,04/13,0.9974623366121863,76.0,03/16,0.9977041695948915,104,04/13,0.9974637032879596,44.0,02/13,0.9982059685195926,104,04/13,0.9976378628671458,78.0,03/18,0.9983674119478887,104,04/13,0.9982410377909788,47.0,02/16,0.9978035411549172,104,04/13,0.9975314752041516,39.0,02/08,0.9980341020722902,104,04/13,0.9970234913749614
287,10/13,105.0,04/14,0.9979157506480386,105,04/14,0.9979157506480386,115.0,04/24,0.9981848465419193,105,04/14,0.9981250509425271,38.0,02/07,0.9985622490779162,105,04/14,0.9973835198076471,45.0,02/14,0.998198985231971,105,04/14,0.9976473926956183,31.0,01/31,0.998578183693631,105,04/14,0.9973402729992731,91.0,03/31,0.9977896234101616,105,04/14,0.9977244287877514,99.0,04/08,0.9974824462840411,105,04/14,0.9974749829990773,77.0,03/17,0.9977008375120668,105,04/14,0.9974627027518163,45.0,02/14,0.998198985231971,105,04/14,0.9976473926956183,80.0,03/20,0.9983668179680566,105,04/14,0.9982444140117858,48.0,02/17,0.9977871669525441,105,04/14,0.9975482358245363,40.0,02/09,0.998019417455315,105,04/14,0.9970424031789968
288,10/14,129.0,05/08,0.9979125646537651,106,04/15,0.9979071448115037,116.0,04/25,0.9981732667856309,106,04/15,0.9981153631854005,39.0,02/08,0.998563504374926,106,04/15,0.9973981981454201,46.0,02/15,0.9981920422275047,106,04/15,0.9976567590503389,31.0,01/31,0.9985594389329566,106,04/15,0.997353486549362,92.0,04/01,0.997781831971278,106,04/15,0.9977167374367774,101.0,04/10,0.9974945073161915,106,04/15,0.9974874685495276,78.0,03/18,0.997697534289679,106,04/15,0.997461718978722,46.0,02/15,0.9981920422275047,106,04/15,0.9976567590503389,81.0,03/21,0.9983662766951732,106,04/15,0.998247638711991,65.0,03/05,0.9977766731461309,106,04/15,0.9975647530552157,41.0,02/10,0.9980049595311504,106,04/15,0.9970611197587792
289,10/15,131.0,05/10,0.99791951595009,107,04/16,0.9978986368740954,117.0,04/26,0.9981612637552709,107,04/16,0.9981057580663117,39.0,02/08,0.9985647139124177,107,04/16,0.997412662311244,47.0,02/16,0.998185138827535,107,04/16,0.99766596270083,31.0,01/31,0.9985401590360248,107,04/16,0.9973665206040033,93.0,04/02,0.9977741192625189,107,04/16,0.9977091462427343,102.0,04/11,0.9975064784068625,107,04/16,0.9974997947933112,79.0,03/19,0.9976942593040531,107,04/16,0.997460751434993,47.0,02/16,0.998185138827535,107,04/16,0.99766596270083,82.0,03/22,0.9983655727282573,107,04/16,0.9982507123866223,66.0,03/06,0.9977743708107462,107,04/16,0.9975810269494843,42.0,02/11,0.9979907280852223,107,04/16,0.9970796426450103
290,10/16,133.0,05/12,0.9979266633074221,108,04/17,0.9978902268863589,117.0,04/26,0.9981491697553205,108,04/17,0.9980962363381348,40.0,02/09,0.998565945494557,108,04/17,0.9974269122822396,48.0,02/17,0.9981782744598916,108,04/17,0.9976750044282016,32.0,02/01,0.9985208944636575,108,04/17,0.9973793763239154,94.0,04/03,0.9977664876837425,108,04/17,0.9977016556933958,103.0,04/12,0.9975182943256784,108,04/17,0.9975119632564796,80.0,03/20,0.9976910119689745,108,04/17,0.9974597996050076,48.0,02/17,0.9981782744598916,108,04/17,0.9976750044282016,83.0,03/23,0.9983647066003569,108,04/17,0.9982536354850376,67.0,03/07,0.9977720718111347,108,04/17,0.9975970576647198,43.0,02/12,0.9979767228506992,108,04/17,0.9970979733868055
291,10/17,135.0,05/14,0.9979339881474859,109,04/18,0.9978819148990867,118.0,04/27,0.9981366841844994,109,04/18,0.9980867987098625,41.0,02/10,0.9985671010903219,109,04/18,0.9974409481937241,49.0,02/18,0.9981714485710612,109,04/18,0.9976838850908514,33.0,02/02,0.9985018584590923,109,04/18,0.9973920548473526,95.0,04/04,0.9977589395072363,109,04/18,0.9976942662978823,104.0,04/13,0.9975299566073347,109,04/18,0.9975239753981117,81.0,03/21,0.997687791737458,109,04/18,0.9974588629984521,49.0,02/18,0.9981714485710612,109,04/18,0.9976838850908514,85.0,03/25,0.9983637923347948,109,04/18,0.9982564086802671,68.0,03/08,0.9977697743358364,109,04/18,0.9976128455313414,44.0,02/13,0.9979629432723063,109,04/18,0.9971161134482327
292,10/18,137.0,05/16,0.9979414723830352,110,04/19,0.9978737008792512,119.0,04/28,0.9981237887585064,110,04/19,0.9980774457896929,42.0,02/11,0.9985681811925375,110,04/19,0.9974547703034696,63.0,03/03,0.9981670635498314,110,04/19,0.99769260563002,34.0,02/03,0.998483034487778,110,04/19,0.9974045573767654,96.0,04/05,0.9977514767901035,110,04/19,0.9976869783435383,105.0,04/14,0.9975414668169225,110,04/19,0.9975358327268321,83.0,03/23,0.9976849197879195,110,04/19,0.9974579411413294,63.0,03/03,0.9981670635498314,110,04/19,0.99769260563002,86.0,03/26,0.9983627447131472,110,04/19,0.9982590327500521,70.0,03/10,0.997767587764083,110,04/19,0.9976283910431585,45.0,02/14,0.9979493887306131,110,04/19,0.9971340642621651
293,10/19,139.0,05/18,0.9979490979292416,111,04/20,0.9978659986089639,119.0,04/28,0.9981108335161638,111,04/20,0.9980676858835394,43.0,02/12,0.998569186299326,111,04/20,0.9974690978446015,65.0,03/05,0.9981688428621538,111,04/20,0.9977020554577067,35.0,02/04,0.9984644227676381,111,04/20,0.9974176330259534,98.0,04/07,0.9977441033736149,111,04/20,0.9976783145188426,106.0,04/15,0.9975528264195858,111,04/20,0.9975469187519469,84.0,03/24,0.9976822898974486,111,04/20,0.9974571610492172,65.0,03/05,0.9981688428621538,111,04/20,0.9977020554577067,88.0,03/28,0.9983615457450364,111,04/20,0.9982619162455499,71.0,03/11,0.9977654010863253,111,04/20,0.9976435725258759,46.0,02/15,0.9979360584805427,111,04/20,0.9971523720187755
294,10/20,140.0,05/19,0.9979568798074296,112,04/21,0.9978588074738162,119.0,04/28,0.9980971351853336,112,04/21,0.9980575203284608,44.0,02/13,0.9985701170071378,112,04/21,0.9974839296099538,66.0,03/06,0.9981705995908934,112,04/21,0.9977122338285647,36.0,02/05,0.9984460234385583,112,04/21,0.9974312814275106,99.0,04/08,0.9977368244874055,112,04/21,0.9976682809439814,107.0,04/16,0.9975640368842814,112,04/21,0.99755723629062,85.0,03/25,0.9976798655313655,112,04/21,0.9974565219224432,66.0,03/06,0.9981705995908934,112,04/21,0.9977122338285647,89.0,03/29,0.9983603151199382,112,04/21,0.9982650595719258,72.0,03/12,0.9977632114263981,112,04/21,0.997658391020653,47.0,02/16,0.9979229516181598,112,04/21,0.9971710369544216
295,10/21,141.0,05/20,0.9979644563481147,113,04/22,0.997852126836611,119.0,04/28,0.9980826929890224,113,04/22,0.9980469503837592,44.0,02/13,0.9985710623658723,113,04/22,0.9974992645212268,67.0,03/07,0.9981722625299164,113,04/22,0.9977231400710658,37.0,02/06,0.9984278363705156,113,04/22,0.9974455022143732,100.0,04/09,0.9977296375496987,113,04/22,0.9976568836017596,109.0,04/18,0.99757512774805,113,04/22,0.9975667881383169,87.0,03/27,0.9976777992786915,113,04/22,0.9974560229869984,67.0,03/07,0.9981722625299164,113,04/22,0.9977231400710658,90.0,03/30,0.9983589256520676,113,04/22,0.9982684632731722,73.0,03/13,0.9977610177311346,113,04/22,0.9976728477042144,48.0,02/17,0.9979100670224784,113,04/22,0.9971900592459191
296,10/22,143.0,05/22,0.9979719016067019,114,04/23,0.9978459559372473,119.0,04/28,0.9980675058522496,114,04/23,0.9980359764710419,45.0,02/14,0.9985719541313379,114,04/23,0.9975151026438769,68.0,03/08,0.9981738333164638,114,04/23,0.9977347738023139,38.0,02/07,0.9984098614504362,114,04/23,0.9974602960977644,101.0,04/10,0.9977225436662814,114,04/23,0.9976441294222359,110.0,04/19,0.9975861126041483,114,04/23,0.997575578446882,88.0,03/28,0.99767596588209,114,04/23,0.9974556639820735,68.0,03/08,0.9981738333164638,114,04/23,0.9977347738023139,92.0,04/01,0.9983574758405551,114,04/23,0.9982721283161251,74.0,03/14,0.997758819202204,114,04/23,0.9976869452455714,49.0,02/18,0.9978974035078717,114,04/23,0.9972094381435301
297,10/23,144.0,05/23,0.9979793453871112,115,04/24,0.9978402940666973,120.0,04/29,0.9980515765863581,115,04/24,0.9980245990582733,46.0,02/15,0.9985727710173752,115,04/24,0.9975314440869492,69.0,03/09,0.9981753136491112,115,04/24,0.9977471346631517,39.0,02/08,0.9983920984749244,115,04/24,0.9974756636832459,102.0,04/11,0.997715543734017,115,04/24,0.9976300251563985,110.0,04/19,0.99759678789394,115,04/24,0.9975836111925867,90.0,03/30,0.9976745415287042,115,04/24,0.9974554446423253,69.0,03/09,0.9981753136491112,115,04/24,0.9977471346631517,93.0,04/02,0.9983560063596757,115,04/24,0.9982760557655744,98.0,04/07,0.997759005357744,115,04/24,0.9977006863154068,50.0,02/19,0.9978849598013995,115,04/24,0.9972291729195548
298,10/24,145.0,05/24,0.9979865816145114,116,04/25,0.9978351404361042,121.0,04/30,0.9980357269852973,116,04/25,0.9980128185419342,47.0,02/16,0.9985735139285664,116,04/25,0.9975482890345304,70.0,03/10,0.9981767051712718,116,04/25,0.9977602223873964,40.0,02/09,0.998374547102675,116,04/25,0.9974916056771643,103.0,04/12,0.9977086383618599,116,04/25,0.9976145773502545,111.0,04/20,0.9976067982467146,116,04/25,0.9975908903765041,91.0,03/31,0.9976733363032091,116,04/25,0.9974553647015502,70.0,03/10,0.9981767051712718,116,04/25,0.9977602223873964,95.0,04/04,0.9983544819533137,116,04/25,0.9982802467452322,99.0,04/08,0.9977716921499701,116,04/25,0.9977140736855122,51.0,02/20,0.997872734520002,116,04/25,0.9972492629896935
